"Name","Monthly Rent"
"Description","The monthly rent (in dollars) agreed to or contracted for, regardless of any furnishings, utilities, fees, meals, or services that may be included.&nbsp;"
"Source Notes","U.S. Census Bureau, American Community Survey 5-Year Estimates, Table B25056 (2009-2020);&nbsp; retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>."
"Notes","Percents refer to the percent of all occupied rental units."

Location,Rent Level,TimeFrame,DataFormat,Data,Fips
Brooklyn,"$1,500 to $1,999",2009,Number,39682,36047
Manhattan,"$1,500 to $1,999",2009,Number,80959,36061
Queens,"$1,500 to $1,999",2009,Number,44696,36081
Staten Island,"$1,500 to $1,999",2009,Number,4122,36085
New York City,"$1,500 to $1,999",2009,Number,181024,3651000
Riverdale,"$1,500 to $1,999",2009,Percent,0.06991,208
Williamsbridge,"$1,500 to $1,999",2009,Percent,0.05589,212
Throgs Neck,"$1,500 to $1,999",2009,Percent,0.08542,210
Pelham Parkway,"$1,500 to $1,999",2009,Percent,0.03456,211
Morrisania,"$1,500 to $1,999",2009,Percent,0.01982,203
East Tremont,"$1,500 to $1,999",2009,Percent,0.01982,206
Bedford Park,"$1,500 to $1,999",2009,Percent,0.02514,207
University Heights,"$1,500 to $1,999",2009,Percent,0.01453,205
Concourse/Highbridge,"$1,500 to $1,999",2009,Percent,0.01271,204
Unionport/Soundview,"$1,500 to $1,999",2009,Percent,0.03156,209
Mott Haven,"$1,500 to $1,999",2009,Percent,0.01575,201
Hunts Point,"$1,500 to $1,999",2009,Percent,0.01575,202
Washington Heights,"$1,500 to $1,999",2009,Percent,0.0569,112
Manhattanville,"$1,500 to $1,999",2009,Percent,0.10706,109
Central Harlem,"$1,500 to $1,999",2009,Percent,0.05444,110
East Harlem,"$1,500 to $1,999",2009,Percent,0.05887,111
Upper East Side,"$1,500 to $1,999",2009,Percent,0.26447,108
Upper West Side,"$1,500 to $1,999",2009,Percent,0.17598,107
Chelsea/Clinton,"$1,500 to $1,999",2009,Percent,0.16274,104
Midtown Business District,"$1,500 to $1,999",2009,Percent,0.16274,105
Murray Hill/Stuyvesant,"$1,500 to $1,999",2009,Percent,0.22094,106
Lower East Side,"$1,500 to $1,999",2009,Percent,0.10682,103
Battery Park/Tribeca,"$1,500 to $1,999",2009,Percent,0.15757,101
Greenwich Village,"$1,500 to $1,999",2009,Percent,0.15757,102
Tottenville,"$1,500 to $1,999",2009,Percent,0.1113,503
South Beach,"$1,500 to $1,999",2009,Percent,0.11248,502
St. George,"$1,500 to $1,999",2009,Percent,0.07252,501
Williamsburg/Greenpoint,"$1,500 to $1,999",2009,Percent,0.12811,301
Bushwick,"$1,500 to $1,999",2009,Percent,0.05717,304
Bedford Stuyvesant,"$1,500 to $1,999",2009,Percent,0.04613,303
Fort Greene/Brooklyn Hts,"$1,500 to $1,999",2009,Percent,0.15267,302
Park Slope,"$1,500 to $1,999",2009,Percent,0.22631,306
Crown Heights North,"$1,500 to $1,999",2009,Percent,0.06766,308
Brownsville,"$1,500 to $1,999",2009,Percent,0.02226,316
East New York,"$1,500 to $1,999",2009,Percent,0.037,305
Canarsie,"$1,500 to $1,999",2009,Percent,0.06585,318
East Flatbush,"$1,500 to $1,999",2009,Percent,0.01695,317
Crown Heights South,"$1,500 to $1,999",2009,Percent,0.02113,309
Sunset Park,"$1,500 to $1,999",2009,Percent,0.06648,307
Bay Ridge,"$1,500 to $1,999",2009,Percent,0.08473,310
Borough Park,"$1,500 to $1,999",2009,Percent,0.06978,312
Flatbush/Midwood,"$1,500 to $1,999",2009,Percent,0.03107,314
Sheepshead Bay,"$1,500 to $1,999",2009,Percent,0.04493,315
Bensonhurst,"$1,500 to $1,999",2009,Percent,0.03434,311
Coney Island,"$1,500 to $1,999",2009,Percent,0.0268,313
Astoria,"$1,500 to $1,999",2009,Percent,0.11822,401
Jackson Heights,"$1,500 to $1,999",2009,Percent,0.11892,403
Flushing,"$1,500 to $1,999",2009,Percent,0.13619,407
Bayside,"$1,500 to $1,999",2009,Percent,0.22213,411
Queens Village,"$1,500 to $1,999",2009,Percent,0.15718,413
Fresh Meadows/Briarwood,"$1,500 to $1,999",2009,Percent,0.10885,408
Elmhurst/Corona,"$1,500 to $1,999",2009,Percent,0.11735,404
Rego Park/Forest Hills,"$1,500 to $1,999",2009,Percent,0.15795,406
Sunnyside/Woodside,"$1,500 to $1,999",2009,Percent,0.11507,402
Ridgewood/Glendale,"$1,500 to $1,999",2009,Percent,0.05098,405
Woodhaven,"$1,500 to $1,999",2009,Percent,0.0862,409
Jamaica/St. Albans,"$1,500 to $1,999",2009,Percent,0.06672,412
Howard Beach,"$1,500 to $1,999",2009,Percent,0.0902,410
The Rockaways,"$1,500 to $1,999",2009,Percent,0.05165,414
Bronx,"$1,500 to $1,999",2009,Percent,0.03193,36005
Brooklyn,"$1,500 to $1,999",2009,Percent,0.06656,36047
Manhattan,"$1,500 to $1,999",2009,Percent,0.14645,36061
Queens,"$1,500 to $1,999",2009,Percent,0.11029,36081
Staten Island,"$1,500 to $1,999",2009,Percent,0.09066,36085
New York City,"$1,500 to $1,999",2009,Percent,0.09227,3651000
Riverdale,"$2,000 or more",2009,Number,967,208
Williamsbridge,"$2,000 or more",2009,Number,224,212
Throgs Neck,"$2,000 or more",2009,Number,137,210
Pelham Parkway,"$2,000 or more",2009,Number,308,211
Morrisania,"$2,000 or more",2009,Number,67.02689,203
East Tremont,"$2,000 or more",2009,Number,69.97311,206
Bedford Park,"$2,000 or more",2009,Number,70,207
University Heights,"$2,000 or more",2009,Number,44,205
Concourse/Highbridge,"$2,000 or more",2009,Number,48,204
Unionport/Soundview,"$2,000 or more",2009,Number,106,209
Mott Haven,"$2,000 or more",2009,Number,16.54983,201
Hunts Point,"$2,000 or more",2009,Number,9.45017,202
Washington Heights,"$2,000 or more",2009,Number,1052,112
Manhattanville,"$2,000 or more",2009,Number,2389,109
Central Harlem,"$2,000 or more",2009,Number,1045,110
East Harlem,"$2,000 or more",2009,Number,2080,111
Upper East Side,"$2,000 or more",2009,Number,24671,108
Upper West Side,"$2,000 or more",2009,Number,20499,107
Chelsea/Clinton,"$2,000 or more",2009,Number,13349.64688,104
Midtown Business District,"$2,000 or more",2009,Number,6681.35312,105
Murray Hill/Stuyvesant,"$2,000 or more",2009,Number,20941,106
Lower East Side,"$2,000 or more",2009,Number,6708,103
Battery Park/Tribeca,"$2,000 or more",2009,Number,9207.23619,101
Greenwich Village,"$2,000 or more",2009,Number,13591.76381,102
Tottenville,"$2,000 or more",2009,Number,218,503
South Beach,"$2,000 or more",2009,Number,200,502
St. George,"$2,000 or more",2009,Number,90,501
Williamsburg/Greenpoint,"$2,000 or more",2009,Number,3314,301
Bushwick,"$2,000 or more",2009,Number,365,304
Bedford Stuyvesant,"$2,000 or more",2009,Number,302,303
Fort Greene/Brooklyn Hts,"$2,000 or more",2009,Number,4531,302
Park Slope,"$2,000 or more",2009,Number,6551,306
Crown Heights North,"$2,000 or more",2009,Number,1006,308
Brownsville,"$2,000 or more",2009,Number,0,316
East New York,"$2,000 or more",2009,Number,25,305
Canarsie,"$2,000 or more",2009,Number,262,318
East Flatbush,"$2,000 or more",2009,Number,102,317
Crown Heights South,"$2,000 or more",2009,Number,243,309
Sunset Park,"$2,000 or more",2009,Number,486,307
Bay Ridge,"$2,000 or more",2009,Number,488,310
Borough Park,"$2,000 or more",2009,Number,464,312
Flatbush/Midwood,"$2,000 or more",2009,Number,168,314
Sheepshead Bay,"$2,000 or more",2009,Number,240,315
Bensonhurst,"$2,000 or more",2009,Number,149,311
Coney Island,"$2,000 or more",2009,Number,215,313
Astoria,"$2,000 or more",2009,Number,1559,401
Jackson Heights,"$2,000 or more",2009,Number,830,403
Flushing,"$2,000 or more",2009,Number,1530,407
Bayside,"$2,000 or more",2009,Number,673,411
Queens Village,"$2,000 or more",2009,Number,245,413
Fresh Meadows/Briarwood,"$2,000 or more",2009,Number,620,408
Elmhurst/Corona,"$2,000 or more",2009,Number,389,404
Rego Park/Forest Hills,"$2,000 or more",2009,Number,1680,406
Sunnyside/Woodside,"$2,000 or more",2009,Number,1207,402
Ridgewood/Glendale,"$2,000 or more",2009,Number,230,405
Woodhaven,"$2,000 or more",2009,Number,183,409
Jamaica/St. Albans,"$2,000 or more",2009,Number,305,412
Howard Beach,"$2,000 or more",2009,Number,201,410
The Rockaways,"$2,000 or more",2009,Number,68,414
Bronx,"$2,000 or more",2009,Number,2067,36005
Brooklyn,"$2,000 or more",2009,Number,18911,36047
Manhattan,"$2,000 or more",2009,Number,122215,36061
Queens,"$2,000 or more",2009,Number,9720,36081
Staten Island,"$2,000 or more",2009,Number,508,36085
New York City,"$2,000 or more",2009,Number,153421,3651000
Riverdale,"$2,000 or more",2009,Percent,0.03365,208
Williamsbridge,"$2,000 or more",2009,Percent,0.00791,212
Throgs Neck,"$2,000 or more",2009,Percent,0.00657,210
Pelham Parkway,"$2,000 or more",2009,Percent,0.01017,211
Morrisania,"$2,000 or more",2009,Percent,0.00307,203
East Tremont,"$2,000 or more",2009,Percent,0.00307,206
Bedford Park,"$2,000 or more",2009,Percent,0.00181,207
University Heights,"$2,000 or more",2009,Percent,0.00112,205
Concourse/Highbridge,"$2,000 or more",2009,Percent,0.00117,204
Unionport/Soundview,"$2,000 or more",2009,Percent,0.00217,209
Mott Haven,"$2,000 or more",2009,Percent,0.00063,201
Hunts Point,"$2,000 or more",2009,Percent,0.00063,202
Washington Heights,"$2,000 or more",2009,Percent,0.01689,112
Manhattanville,"$2,000 or more",2009,Percent,0.06323,109
Central Harlem,"$2,000 or more",2009,Percent,0.02513,110
East Harlem,"$2,000 or more",2009,Percent,0.05343,111
Upper East Side,"$2,000 or more",2009,Percent,0.32839,108
Upper West Side,"$2,000 or more",2009,Percent,0.29355,107
Chelsea/Clinton,"$2,000 or more",2009,Percent,0.33883,104
Midtown Business District,"$2,000 or more",2009,Percent,0.33883,105
Murray Hill/Stuyvesant,"$2,000 or more",2009,Percent,0.36848,106
Lower East Side,"$2,000 or more",2009,Percent,0.11109,103
Battery Park/Tribeca,"$2,000 or more",2009,Percent,0.44744,101
Greenwich Village,"$2,000 or more",2009,Percent,0.44744,102
Tottenville,"$2,000 or more",2009,Percent,0.02584,503
South Beach,"$2,000 or more",2009,Percent,0.01606,502
St. George,"$2,000 or more",2009,Percent,0.00366,501
Williamsburg/Greenpoint,"$2,000 or more",2009,Percent,0.07626,301
Bushwick,"$2,000 or more",2009,Percent,0.01106,304
Bedford Stuyvesant,"$2,000 or more",2009,Percent,0.00888,303
Fort Greene/Brooklyn Hts,"$2,000 or more",2009,Percent,0.14006,302
Park Slope,"$2,000 or more",2009,Percent,0.21381,306
Crown Heights North,"$2,000 or more",2009,Percent,0.02692,308
Brownsville,"$2,000 or more",2009,Percent,0,316
East New York,"$2,000 or more",2009,Percent,0.00069,305
Canarsie,"$2,000 or more",2009,Percent,0.01042,318
East Flatbush,"$2,000 or more",2009,Percent,0.00337,317
Crown Heights South,"$2,000 or more",2009,Percent,0.00753,309
Sunset Park,"$2,000 or more",2009,Percent,0.01555,307
Bay Ridge,"$2,000 or more",2009,Percent,0.017,310
Borough Park,"$2,000 or more",2009,Percent,0.01507,312
Flatbush/Midwood,"$2,000 or more",2009,Percent,0.00405,314
Sheepshead Bay,"$2,000 or more",2009,Percent,0.00849,315
Bensonhurst,"$2,000 or more",2009,Percent,0.00397,311
Coney Island,"$2,000 or more",2009,Percent,0.00664,313
Astoria,"$2,000 or more",2009,Percent,0.0268,401
Jackson Heights,"$2,000 or more",2009,Percent,0.02481,403
Flushing,"$2,000 or more",2009,Percent,0.03602,407
Bayside,"$2,000 or more",2009,Percent,0.05549,411
Queens Village,"$2,000 or more",2009,Percent,0.01721,413
Fresh Meadows/Briarwood,"$2,000 or more",2009,Percent,0.02265,408
Elmhurst/Corona,"$2,000 or more",2009,Percent,0.01238,404
Rego Park/Forest Hills,"$2,000 or more",2009,Percent,0.06173,406
Sunnyside/Woodside,"$2,000 or more",2009,Percent,0.03418,402
Ridgewood/Glendale,"$2,000 or more",2009,Percent,0.00687,405
Woodhaven,"$2,000 or more",2009,Percent,0.00802,409
Jamaica/St. Albans,"$2,000 or more",2009,Percent,0.0097,412
Howard Beach,"$2,000 or more",2009,Percent,0.01622,410
The Rockaways,"$2,000 or more",2009,Percent,0.00291,414
Bronx,"$2,000 or more",2009,Percent,0.00571,36005
Brooklyn,"$2,000 or more",2009,Percent,0.03172,36047
Manhattan,"$2,000 or more",2009,Percent,0.22108,36061
Queens,"$2,000 or more",2009,Percent,0.02398,36081
Staten Island,"$2,000 or more",2009,Percent,0.01117,36085
New York City,"$2,000 or more",2009,Percent,0.0782,3651000
Riverdale,Under $500,2017,Number,2241,208
Williamsbridge,Under $500,2017,Number,3417,212
Throgs Neck,Under $500,2017,Number,2596,210
Pelham Parkway,Under $500,2017,Number,3553,211
Morrisania,Under $500,2017,Number,15128,203
East Tremont,Under $500,2017,Number,15128,206
Bedford Park,Under $500,2017,Number,4775,207
University Heights,Under $500,2017,Number,7907,205
Concourse/Highbridge,Under $500,2017,Number,7722,204
Unionport/Soundview,Under $500,2017,Number,8333,209
Mott Haven,Under $500,2017,Number,15718,201
Hunts Point,Under $500,2017,Number,15718,202
Washington Heights,Under $500,2017,Number,8358,112
Manhattanville,Under $500,2017,Number,6242,109
Central Harlem,Under $500,2017,Number,10769,110
East Harlem,Under $500,2017,Number,14794,111
Upper East Side,Under $500,2017,Number,2344,108
Upper West Side,Under $500,2017,Number,6181,107
Chelsea/Clinton,Under $500,2017,Number,5917,104
Midtown Business District,Under $500,2017,Number,5917,105
Murray Hill/Stuyvesant,Under $500,2017,Number,2513,106
Lower East Side,Under $500,2017,Number,15244,103
Battery Park/Tribeca,Under $500,2017,Number,2581,101
Greenwich Village,Under $500,2017,Number,2581,102
Tottenville,Under $500,2017,Number,317,503
South Beach,Under $500,2017,Number,1673,502
St. George,Under $500,2017,Number,4502,501
Williamsburg/Greenpoint,Under $500,2017,Number,6382,301
Bushwick,Under $500,2017,Number,6148,304
Bedford Stuyvesant,Under $500,2017,Number,8000,303
Fort Greene/Brooklyn Hts,Under $500,2017,Number,5585,302
Park Slope,Under $500,2017,Number,3039,306
Crown Heights North,Under $500,2017,Number,6348,308
Brownsville,Under $500,2017,Number,11177,316
East New York,Under $500,2017,Number,8916,305
Canarsie,Under $500,2017,Number,2890,318
East Flatbush,Under $500,2017,Number,1766,317
Crown Heights South,Under $500,2017,Number,2097,309
Sunset Park,Under $500,2017,Number,2425,307
Bay Ridge,Under $500,2017,Number,1212,310
Borough Park,Under $500,2017,Number,1701,312
Flatbush/Midwood,Under $500,2017,Number,2679,314
Sheepshead Bay,Under $500,2017,Number,3038,315
Bensonhurst,Under $500,2017,Number,2657,311
Coney Island,Under $500,2017,Number,8425,313
Astoria,Under $500,2017,Number,5899,401
Jackson Heights,Under $500,2017,Number,964,403
Flushing,Under $500,2017,Number,2267,407
Bayside,Under $500,2017,Number,127,411
Queens Village,Under $500,2017,Number,629,413
Fresh Meadows/Briarwood,Under $500,2017,Number,1360,408
Elmhurst/Corona,Under $500,2017,Number,1541,404
Rego Park/Forest Hills,Under $500,2017,Number,865,406
Sunnyside/Woodside,Under $500,2017,Number,491,402
Ridgewood/Glendale,Under $500,2017,Number,817,405
Woodhaven,Under $500,2017,Number,483,409
Jamaica/St. Albans,Under $500,2017,Number,3079,412
Howard Beach,Under $500,2017,Number,351,410
The Rockaways,Under $500,2017,Number,5296,414
Bronx,Under $500,2017,Number,71390,36005
Brooklyn,Under $500,2017,Number,84485,36047
Manhattan,Under $500,2017,Number,74943,36061
Queens,Under $500,2017,Number,24169,36081
Staten Island,Under $500,2017,Number,6492,36085
New York City,Under $500,2017,Number,261479,3651000
Riverdale,Under $500,2017,Percent,0.07945,208
Williamsbridge,Under $500,2017,Percent,0.1178,212
Throgs Neck,Under $500,2017,Percent,0.10225,210
Pelham Parkway,Under $500,2017,Percent,0.11764,211
Morrisania,Under $500,2017,Percent,0.2918,203
East Tremont,Under $500,2017,Percent,0.2918,206
Bedford Park,Under $500,2017,Percent,0.11645,207
University Heights,Under $500,2017,Percent,0.18711,205
Concourse/Highbridge,Under $500,2017,Percent,0.17508,204
Unionport/Soundview,Under $500,2017,Percent,0.16912,209
Mott Haven,Under $500,2017,Percent,0.33918,201
Hunts Point,Under $500,2017,Percent,0.33918,202
Washington Heights,Under $500,2017,Percent,0.12423,112
Manhattanville,Under $500,2017,Percent,0.16199,109
Central Harlem,Under $500,2017,Percent,0.22559,110
East Harlem,Under $500,2017,Percent,0.32529,111
Upper East Side,Under $500,2017,Percent,0.03275,108
Upper West Side,Under $500,2017,Percent,0.10142,107
Chelsea/Clinton,Under $500,2017,Percent,0.09217,104
Midtown Business District,Under $500,2017,Percent,0.09217,105
Murray Hill/Stuyvesant,Under $500,2017,Percent,0.04794,106
Lower East Side,Under $500,2017,Percent,0.243,103
Battery Park/Tribeca,Under $500,2017,Percent,0.04819,101
Greenwich Village,Under $500,2017,Percent,0.04819,102
Tottenville,Under $500,2017,Percent,0.0338,503
South Beach,Under $500,2017,Percent,0.12841,502
St. George,Under $500,2017,Percent,0.17289,501
Williamsburg/Greenpoint,Under $500,2017,Percent,0.1208,301
Bushwick,Under $500,2017,Percent,0.1576,304
Bedford Stuyvesant,Under $500,2017,Percent,0.2038,303
Fort Greene/Brooklyn Hts,Under $500,2017,Percent,0.14287,302
Park Slope,Under $500,2017,Percent,0.10126,306
Crown Heights North,Under $500,2017,Percent,0.14969,308
Brownsville,Under $500,2017,Percent,0.30694,316
East New York,Under $500,2017,Percent,0.22092,305
Canarsie,Under $500,2017,Percent,0.10521,318
East Flatbush,Under $500,2017,Percent,0.05735,317
Crown Heights South,Under $500,2017,Percent,0.06175,309
Sunset Park,Under $500,2017,Percent,0.07479,307
Bay Ridge,Under $500,2017,Percent,0.0436,310
Borough Park,Under $500,2017,Percent,0.05917,312
Flatbush/Midwood,Under $500,2017,Percent,0.06227,314
Sheepshead Bay,Under $500,2017,Percent,0.10628,315
Bensonhurst,Under $500,2017,Percent,0.06851,311
Coney Island,Under $500,2017,Percent,0.26893,313
Astoria,Under $500,2017,Percent,0.10184,401
Jackson Heights,Under $500,2017,Percent,0.028,403
Flushing,Under $500,2017,Percent,0.05373,407
Bayside,Under $500,2017,Percent,0.01086,411
Queens Village,Under $500,2017,Percent,0.03954,413
Fresh Meadows/Briarwood,Under $500,2017,Percent,0.04742,408
Elmhurst/Corona,Under $500,2017,Percent,0.04988,404
Rego Park/Forest Hills,Under $500,2017,Percent,0.03167,406
Sunnyside/Woodside,Under $500,2017,Percent,0.01345,402
Ridgewood/Glendale,Under $500,2017,Percent,0.02391,405
Woodhaven,Under $500,2017,Percent,0.02089,409
Jamaica/St. Albans,Under $500,2017,Percent,0.087,412
Howard Beach,Under $500,2017,Percent,0.02759,410
The Rockaways,Under $500,2017,Percent,0.21057,414
Bronx,Under $500,2017,Percent,0.18417,36005
Brooklyn,Under $500,2017,Percent,0.13154,36047
Manhattan,Under $500,2017,Percent,0.13277,36061
Queens,Under $500,2017,Percent,0.05809,36081
Staten Island,Under $500,2017,Percent,0.134,36085
New York City,Under $500,2017,Percent,0.127,3651000
Riverdale,$500 to $999,2017,Number,6037,208
Williamsbridge,$500 to $999,2017,Number,6544,212
Throgs Neck,$500 to $999,2017,Number,7384,210
Pelham Parkway,$500 to $999,2017,Number,6858,211
Morrisania,$500 to $999,2017,Number,17378,203
East Tremont,$500 to $999,2017,Number,17378,206
Bedford Park,$500 to $999,2017,Number,11505,207
University Heights,$500 to $999,2017,Number,14036,205
Concourse/Highbridge,$500 to $999,2017,Number,15026,204
Unionport/Soundview,$500 to $999,2017,Number,13098,209
Mott Haven,$500 to $999,2017,Number,14797,201
Hunts Point,$500 to $999,2017,Number,14797,202
Washington Heights,$500 to $999,2017,Number,19553,112
Manhattanville,$500 to $999,2017,Number,9823,109
Central Harlem,$500 to $999,2017,Number,15065,110
East Harlem,$500 to $999,2017,Number,12329,111
Upper East Side,$500 to $999,2017,Number,5303,108
Upper West Side,$500 to $999,2017,Number,10692,107
Chelsea/Clinton,$500 to $999,2017,Number,11440,104
Midtown Business District,$500 to $999,2017,Number,11440,105
Murray Hill/Stuyvesant,$500 to $999,2017,Number,3077,106
Lower East Side,$500 to $999,2017,Number,16898,103
Battery Park/Tribeca,$500 to $999,2017,Number,5843,101
Greenwich Village,$500 to $999,2017,Number,5843,102
Tottenville,$500 to $999,2017,Number,3471,503
South Beach,$500 to $999,2017,Number,3337,502
St. George,$500 to $999,2017,Number,7514,501
Williamsburg/Greenpoint,$500 to $999,2017,Number,10094,301
Bushwick,$500 to $999,2017,Number,8349,304
