"Name","Monthly Rent"
"Description","The monthly rent (in dollars) agreed to or contracted for, regardless of any furnishings, utilities, fees, meals, or services that may be included.&nbsp;"
"Source Notes","U.S. Census Bureau, American Community Survey 5-Year Estimates, Table B25056 (2009-2020);&nbsp; retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>."
"Notes","Percents refer to the percent of all occupied rental units."

Location,Rent Level,TimeFrame,DataFormat,Data,Fips
Coney Island,"$2,000 or more",2010,Percent,0.00895,313
Astoria,"$2,000 or more",2010,Percent,0.03478,401
Jackson Heights,"$2,000 or more",2010,Percent,0.03133,403
Flushing,"$2,000 or more",2010,Percent,0.03956,407
Bayside,"$2,000 or more",2010,Percent,0.06774,411
Queens Village,"$2,000 or more",2010,Percent,0.02842,413
Fresh Meadows/Briarwood,"$2,000 or more",2010,Percent,0.03053,408
Elmhurst/Corona,"$2,000 or more",2010,Percent,0.0139,404
Rego Park/Forest Hills,"$2,000 or more",2010,Percent,0.07074,406
Sunnyside/Woodside,"$2,000 or more",2010,Percent,0.04738,402
Ridgewood/Glendale,"$2,000 or more",2010,Percent,0.00798,405
Woodhaven,"$2,000 or more",2010,Percent,0.00744,409
Jamaica/St. Albans,"$2,000 or more",2010,Percent,0.01366,412
Howard Beach,"$2,000 or more",2010,Percent,0.02562,410
The Rockaways,"$2,000 or more",2010,Percent,0.0058,414
Bronx,"$2,000 or more",2010,Percent,0.00582,36005
Brooklyn,"$2,000 or more",2010,Percent,0.0392,36047
Manhattan,"$2,000 or more",2010,Percent,0.23525,36061
Queens,"$2,000 or more",2010,Percent,0.02991,36081
Staten Island,"$2,000 or more",2010,Percent,0.01885,36085
New York City,"$2,000 or more",2010,Percent,0.08514,3651000
Riverdale,Under $500,2009,Number,2679,208
Williamsbridge,Under $500,2009,Number,3942,212
Throgs Neck,Under $500,2009,Number,2844,210
Pelham Parkway,Under $500,2009,Number,4521,211
Morrisania,Under $500,2009,Number,7592.63006,203
East Tremont,Under $500,2009,Number,7926.36994,206
Bedford Park,Under $500,2009,Number,5608,207
University Heights,Under $500,2009,Number,8433,205
Concourse/Highbridge,Under $500,2009,Number,8844,204
Unionport/Soundview,Under $500,2009,Number,9585,209
Mott Haven,Under $500,2009,Number,11371.00525,201
Hunts Point,Under $500,2009,Number,6492.99475,202
Washington Heights,Under $500,2009,Number,9813,112
Manhattanville,Under $500,2009,Number,9230,109
Central Harlem,Under $500,2009,Number,14039,110
East Harlem,Under $500,2009,Number,14741,111
Upper East Side,Under $500,2009,Number,3677,108
Upper West Side,Under $500,2009,Number,8647,107
Chelsea/Clinton,Under $500,2009,Number,4931.05872,104
Midtown Business District,Under $500,2009,Number,2467.94128,105
Murray Hill/Stuyvesant,Under $500,2009,Number,2564,106
Lower East Side,Under $500,2009,Number,16988,103
Battery Park/Tribeca,Under $500,2009,Number,1751.06698,101
Greenwich Village,Under $500,2009,Number,2584.93302,102
Tottenville,Under $500,2009,Number,349,503
South Beach,Under $500,2009,Number,1876,502
St. George,Under $500,2009,Number,5617,501
Williamsburg/Greenpoint,Under $500,2009,Number,9846,301
Bushwick,Under $500,2009,Number,7070,304
Bedford Stuyvesant,Under $500,2009,Number,9177,303
Fort Greene/Brooklyn Hts,Under $500,2009,Number,6914,302
Park Slope,Under $500,2009,Number,4055,306
Crown Heights North,Under $500,2009,Number,7383,308
Brownsville,Under $500,2009,Number,11664,316
East New York,Under $500,2009,Number,9092,305
Canarsie,Under $500,2009,Number,3082,318
East Flatbush,Under $500,2009,Number,1900,317
Crown Heights South,Under $500,2009,Number,3006,309
Sunset Park,Under $500,2009,Number,3983,307
Bay Ridge,Under $500,2009,Number,1940,310
Borough Park,Under $500,2009,Number,3276,312
Flatbush/Midwood,Under $500,2009,Number,3647,314
Sheepshead Bay,Under $500,2009,Number,3963,315
Bensonhurst,Under $500,2009,Number,3772,311
Coney Island,Under $500,2009,Number,10129,313
Astoria,Under $500,2009,Number,7757,401
Jackson Heights,Under $500,2009,Number,1895,403
Flushing,Under $500,2009,Number,2573,407
Bayside,Under $500,2009,Number,385,411
Queens Village,Under $500,2009,Number,725,413
Fresh Meadows/Briarwood,Under $500,2009,Number,1663,408
Elmhurst/Corona,Under $500,2009,Number,1252,404
Rego Park/Forest Hills,Under $500,2009,Number,1310,406
Sunnyside/Woodside,Under $500,2009,Number,1722,402
Ridgewood/Glendale,Under $500,2009,Number,1503,405
Woodhaven,Under $500,2009,Number,1039,409
Jamaica/St. Albans,Under $500,2009,Number,4412,412
Howard Beach,Under $500,2009,Number,392,410
The Rockaways,Under $500,2009,Number,5990,414
Bronx,Under $500,2009,Number,79839,36005
Brooklyn,Under $500,2009,Number,103899,36047
Manhattan,Under $500,2009,Number,91434,36061
Queens,Under $500,2009,Number,32618,36081
Staten Island,Under $500,2009,Number,7842,36085
New York City,Under $500,2009,Number,315632,3651000
Riverdale,Under $500,2009,Percent,0.09322,208
Williamsbridge,Under $500,2009,Percent,0.13919,212
Throgs Neck,Under $500,2009,Percent,0.1364,210
Pelham Parkway,Under $500,2009,Percent,0.14925,211
Morrisania,Under $500,2009,Percent,0.34752,203
East Tremont,Under $500,2009,Percent,0.34752,206
Bedford Park,Under $500,2009,Percent,0.14534,207
University Heights,Under $500,2009,Percent,0.21385,205
Concourse/Highbridge,Under $500,2009,Percent,0.21535,204
Unionport/Soundview,Under $500,2009,Percent,0.1959,209
Mott Haven,Under $500,2009,Percent,0.43227,201
Hunts Point,Under $500,2009,Percent,0.43227,202
Washington Heights,Under $500,2009,Percent,0.15756,112
Manhattanville,Under $500,2009,Percent,0.2443,109
Central Harlem,Under $500,2009,Percent,0.3376,110
East Harlem,Under $500,2009,Percent,0.37864,111
Upper East Side,Under $500,2009,Percent,0.04894,108
Upper West Side,Under $500,2009,Percent,0.12383,107
Chelsea/Clinton,Under $500,2009,Percent,0.12515,104
Midtown Business District,Under $500,2009,Percent,0.12515,105
Murray Hill/Stuyvesant,Under $500,2009,Percent,0.04512,106
Lower East Side,Under $500,2009,Percent,0.28135,103
Battery Park/Tribeca,Under $500,2009,Percent,0.0851,101
Greenwich Village,Under $500,2009,Percent,0.0851,102
Tottenville,Under $500,2009,Percent,0.04137,503
South Beach,Under $500,2009,Percent,0.15061,502
St. George,Under $500,2009,Percent,0.22859,501
Williamsburg/Greenpoint,Under $500,2009,Percent,0.22657,301
Bushwick,Under $500,2009,Percent,0.21432,304
Bedford Stuyvesant,Under $500,2009,Percent,0.26996,303
Fort Greene/Brooklyn Hts,Under $500,2009,Percent,0.21372,302
Park Slope,Under $500,2009,Percent,0.13234,306
Crown Heights North,Under $500,2009,Percent,0.19759,308
Brownsville,Under $500,2009,Percent,0.37745,316
East New York,Under $500,2009,Percent,0.25008,305
Canarsie,Under $500,2009,Percent,0.12256,318
East Flatbush,Under $500,2009,Percent,0.06277,317
Crown Heights South,Under $500,2009,Percent,0.09314,309
Sunset Park,Under $500,2009,Percent,0.12742,307
Bay Ridge,Under $500,2009,Percent,0.06759,310
Borough Park,Under $500,2009,Percent,0.10638,312
Flatbush/Midwood,Under $500,2009,Percent,0.08785,314
Sheepshead Bay,Under $500,2009,Percent,0.14021,315
Bensonhurst,Under $500,2009,Percent,0.1005,311
Coney Island,Under $500,2009,Percent,0.31276,313
Astoria,Under $500,2009,Percent,0.13333,401
Jackson Heights,Under $500,2009,Percent,0.05665,403
Flushing,Under $500,2009,Percent,0.06057,407
Bayside,Under $500,2009,Percent,0.03174,411
Queens Village,Under $500,2009,Percent,0.05094,413
Fresh Meadows/Briarwood,Under $500,2009,Percent,0.06075,408
Elmhurst/Corona,Under $500,2009,Percent,0.03986,404
Rego Park/Forest Hills,Under $500,2009,Percent,0.04813,406
Sunnyside/Woodside,Under $500,2009,Percent,0.04877,402
Ridgewood/Glendale,Under $500,2009,Percent,0.04489,405
Woodhaven,Under $500,2009,Percent,0.04553,409
Jamaica/St. Albans,Under $500,2009,Percent,0.14025,412
Howard Beach,Under $500,2009,Percent,0.03163,410
The Rockaways,Under $500,2009,Percent,0.25677,414
Bronx,Under $500,2009,Percent,0.22043,36005
Brooklyn,Under $500,2009,Percent,0.17427,36047
Manhattan,Under $500,2009,Percent,0.1654,36061
Queens,Under $500,2009,Percent,0.08049,36081
Staten Island,Under $500,2009,Percent,0.17248,36085
New York City,Under $500,2009,Percent,0.16088,3651000
Riverdale,$500 to $999,2009,Number,15055,208
Williamsbridge,$500 to $999,2009,Number,14558,212
Throgs Neck,$500 to $999,2009,Number,11255,210
Pelham Parkway,$500 to $999,2009,Number,16541,211
Morrisania,$500 to $999,2009,Number,10318.2272,203
East Tremont,$500 to $999,2009,Number,10771.7728,206
Bedford Park,$500 to $999,2009,Number,23610,207
University Heights,$500 to $999,2009,Number,23652,205
Concourse/Highbridge,$500 to $999,2009,Number,26022,204
Unionport/Soundview,$500 to $999,2009,Number,27479,209
Mott Haven,$500 to $999,2009,Number,11222.0568,201
Hunts Point,$500 to $999,2009,Number,6407.9432,202
Washington Heights,$500 to $999,2009,Number,33388,112
Manhattanville,$500 to $999,2009,Number,13608,109
Central Harlem,$500 to $999,2009,Number,18977,110
East Harlem,$500 to $999,2009,Number,14915,111
Upper East Side,$500 to $999,2009,Number,10385,108
Upper West Side,$500 to $999,2009,Number,16304,107
Chelsea/Clinton,$500 to $999,2009,Number,8616.52361,104
Midtown Business District,$500 to $999,2009,Number,4312.47639,105
Murray Hill/Stuyvesant,$500 to $999,2009,Number,7398,106
Lower East Side,$500 to $999,2009,Number,21347,103
Battery Park/Tribeca,$500 to $999,2009,Number,3764.63248,101
Greenwich Village,$500 to $999,2009,Number,5557.36752,102
Tottenville,$500 to $999,2009,Number,4475,503
South Beach,$500 to $999,2009,Number,5287,502
St. George,$500 to $999,2009,Number,9647,501
Williamsburg/Greenpoint,$500 to $999,2009,Number,14847,301
Bushwick,$500 to $999,2009,Number,15287,304
Bedford Stuyvesant,$500 to $999,2009,Number,15007,303
Fort Greene/Brooklyn Hts,$500 to $999,2009,Number,9795,302
Park Slope,$500 to $999,2009,Number,6871,306
Crown Heights North,$500 to $999,2009,Number,18146,308
Brownsville,$500 to $999,2009,Number,13383,316
East New York,$500 to $999,2009,Number,15729,305
Canarsie,$500 to $999,2009,Number,9992,318
East Flatbush,$500 to $999,2009,Number,19171,317
Crown Heights South,$500 to $999,2009,Number,21160,309
Sunset Park,$500 to $999,2009,Number,14548,307
Bay Ridge,$500 to $999,2009,Number,13219,310
Borough Park,$500 to $999,2009,Number,14818,312
Flatbush/Midwood,$500 to $999,2009,Number,23804,314
Sheepshead Bay,$500 to $999,2009,Number,14830,315
Bensonhurst,$500 to $999,2009,Number,21688,311
Coney Island,$500 to $999,2009,Number,14433,313
Astoria,$500 to $999,2009,Number,20117,401
Jackson Heights,$500 to $999,2009,Number,13597,403
Flushing,$500 to $999,2009,Number,13412,407
Bayside,$500 to $999,2009,Number,3524,411
Queens Village,$500 to $999,2009,Number,5004,413
Fresh Meadows/Briarwood,$500 to $999,2009,Number,10884,408
Elmhurst/Corona,$500 to $999,2009,Number,13095,404
Rego Park/Forest Hills,$500 to $999,2009,Number,8917,406
Sunnyside/Woodside,$500 to $999,2009,Number,13586,402
Ridgewood/Glendale,$500 to $999,2009,Number,14893,405
Woodhaven,$500 to $999,2009,Number,8983,409
Jamaica/St. Albans,$500 to $999,2009,Number,15068,412
Howard Beach,$500 to $999,2009,Number,4791,410
The Rockaways,$500 to $999,2009,Number,11004,414
Bronx,$500 to $999,2009,Number,196892,36005
Brooklyn,$500 to $999,2009,Number,276728,36047
Manhattan,$500 to $999,2009,Number,158573,36061
Queens,$500 to $999,2009,Number,156875,36081
Staten Island,$500 to $999,2009,Number,19409,36085
New York City,$500 to $999,2009,Number,808477,3651000
Riverdale,$500 to $999,2009,Percent,0.52389,208
Williamsbridge,$500 to $999,2009,Percent,0.51404,212
Throgs Neck,$500 to $999,2009,Percent,0.53978,210
Pelham Parkway,$500 to $999,2009,Percent,0.54605,211
Morrisania,$500 to $999,2009,Percent,0.47227,203
East Tremont,$500 to $999,2009,Percent,0.47227,206
Bedford Park,$500 to $999,2009,Percent,0.6119,207
University Heights,$500 to $999,2009,Percent,0.59979,205
Concourse/Highbridge,$500 to $999,2009,Percent,0.63363,204
Unionport/Soundview,$500 to $999,2009,Percent,0.56163,209
Mott Haven,$500 to $999,2009,Percent,0.42661,201
Hunts Point,$500 to $999,2009,Percent,0.42661,202
Washington Heights,$500 to $999,2009,Percent,0.53609,112
Manhattanville,$500 to $999,2009,Percent,0.36018,109
Central Harlem,$500 to $999,2009,Percent,0.45634,110
East Harlem,$500 to $999,2009,Percent,0.38311,111
Upper East Side,$500 to $999,2009,Percent,0.13823,108
Upper West Side,$500 to $999,2009,Percent,0.23347,107
Chelsea/Clinton,$500 to $999,2009,Percent,0.21869,104
Midtown Business District,$500 to $999,2009,Percent,0.21869,105
Murray Hill/Stuyvesant,$500 to $999,2009,Percent,0.13018,106
Lower East Side,$500 to $999,2009,Percent,0.35354,103
Battery Park/Tribeca,$500 to $999,2009,Percent,0.18295,101
Greenwich Village,$500 to $999,2009,Percent,0.18295,102
Tottenville,$500 to $999,2009,Percent,0.5304,503
South Beach,$500 to $999,2009,Percent,0.42445,502
St. George,$500 to $999,2009,Percent,0.3926,501
Williamsburg/Greenpoint,$500 to $999,2009,Percent,0.34166,301
Bushwick,$500 to $999,2009,Percent,0.46341,304
Bedford Stuyvesant,$500 to $999,2009,Percent,0.44146,303
Fort Greene/Brooklyn Hts,$500 to $999,2009,Percent,0.30277,302
Park Slope,$500 to $999,2009,Percent,0.22425,306
Crown Heights North,$500 to $999,2009,Percent,0.48563,308
Brownsville,$500 to $999,2009,Percent,0.43308,316
East New York,$500 to $999,2009,Percent,0.43264,305
Canarsie,$500 to $999,2009,Percent,0.39734,318
East Flatbush,$500 to $999,2009,Percent,0.6334,317
Crown Heights South,$500 to $999,2009,Percent,0.65562,309
Sunset Park,$500 to $999,2009,Percent,0.46542,307
Bay Ridge,$500 to $999,2009,Percent,0.46056,310
Borough Park,$500 to $999,2009,Percent,0.48117,312
Flatbush/Midwood,$500 to $999,2009,Percent,0.5734,314
Sheepshead Bay,$500 to $999,2009,Percent,0.52468,315
Bensonhurst,$500 to $999,2009,Percent,0.57787,311
Coney Island,$500 to $999,2009,Percent,0.44566,313
Astoria,$500 to $999,2009,Percent,0.34578,401
Jackson Heights,$500 to $999,2009,Percent,0.40649,403
Flushing,$500 to $999,2009,Percent,0.31574,407
Bayside,$500 to $999,2009,Percent,0.29057,411
Queens Village,$500 to $999,2009,Percent,0.3516,413
Fresh Meadows/Briarwood,$500 to $999,2009,Percent,0.39757,408
Elmhurst/Corona,$500 to $999,2009,Percent,0.41692,404
Rego Park/Forest Hills,$500 to $999,2009,Percent,0.32763,406
Sunnyside/Woodside,$500 to $999,2009,Percent,0.38476,402
Ridgewood/Glendale,$500 to $999,2009,Percent,0.44479,405
Woodhaven,$500 to $999,2009,Percent,0.39366,409
Jamaica/St. Albans,$500 to $999,2009,Percent,0.47897,412
Howard Beach,$500 to $999,2009,Percent,0.38656,410
The Rockaways,$500 to $999,2009,Percent,0.47171,414
Bronx,$500 to $999,2009,Percent,0.5436,36005
Brooklyn,$500 to $999,2009,Percent,0.46416,36047
Manhattan,$500 to $999,2009,Percent,0.28684,36061
Queens,$500 to $999,2009,Percent,0.3871,36081
Staten Island,$500 to $999,2009,Percent,0.4269,36085
New York City,$500 to $999,2009,Percent,0.41208,3651000
Riverdale,"$1,000 to $1,499",2009,Number,8027,208
Williamsbridge,"$1,000 to $1,499",2009,Number,8014,212
Throgs Neck,"$1,000 to $1,499",2009,Number,4834,210
Pelham Parkway,"$1,000 to $1,499",2009,Number,7875,211
Morrisania,"$1,000 to $1,499",2009,Number,3437.45208,203
East Tremont,"$1,000 to $1,499",2009,Number,3588.54792,206
Bedford Park,"$1,000 to $1,499",2009,Number,8327,207
University Heights,"$1,000 to $1,499",2009,Number,6732,205
Concourse/Highbridge,"$1,000 to $1,499",2009,Number,5632,204
Unionport/Soundview,"$1,000 to $1,499",2009,Number,10213,209
Mott Haven,"$1,000 to $1,499",2009,Number,3281.32177,201
Hunts Point,"$1,000 to $1,499",2009,Number,1873.67823,202
Washington Heights,"$1,000 to $1,499",2009,Number,14484,112
Manhattanville,"$1,000 to $1,499",2009,Number,8509,109
Central Harlem,"$1,000 to $1,499",2009,Number,5260,110
East Harlem,"$1,000 to $1,499",2009,Number,4903,111
Upper East Side,"$1,000 to $1,499",2009,Number,16525,108
Upper West Side,"$1,000 to $1,499",2009,Number,12093,107
Chelsea/Clinton,"$1,000 to $1,499",2009,Number,6090.68059,104
Midtown Business District,"$1,000 to $1,499",2009,Number,3048.31941,105
Murray Hill/Stuyvesant,"$1,000 to $1,499",2009,Number,13371,106
Lower East Side,"$1,000 to $1,499",2009,Number,8888,103
Battery Park/Tribeca,"$1,000 to $1,499",2009,Number,2612.0621,101
Greenwich Village,"$1,000 to $1,499",2009,Number,3855.9379,102
Tottenville,"$1,000 to $1,499",2009,Number,2456,503
South Beach,"$1,000 to $1,499",2009,Number,3692,502
St. George,"$1,000 to $1,499",2009,Number,7436,501
Williamsburg/Greenpoint,"$1,000 to $1,499",2009,Number,9882,301
Bushwick,"$1,000 to $1,499",2009,Number,8380,304
Bedford Stuyvesant,"$1,000 to $1,499",2009,Number,7940,303
Fort Greene/Brooklyn Hts,"$1,000 to $1,499",2009,Number,6172,302
Park Slope,"$1,000 to $1,499",2009,Number,6229,306
Crown Heights North,"$1,000 to $1,499",2009,Number,8303,308
Brownsville,"$1,000 to $1,499",2009,Number,5167,316
East New York,"$1,000 to $1,499",2009,Number,10165,305
Canarsie,"$1,000 to $1,499",2009,Number,10155,318
East Flatbush,"$1,000 to $1,499",2009,Number,8581,317
Crown Heights South,"$1,000 to $1,499",2009,Number,7184,309
Sunset Park,"$1,000 to $1,499",2009,Number,10163,307
Bay Ridge,"$1,000 to $1,499",2009,Number,10623,310
Borough Park,"$1,000 to $1,499",2009,Number,10089,312
Flatbush/Midwood,"$1,000 to $1,499",2009,Number,12605,314
Sheepshead Bay,"$1,000 to $1,499",2009,Number,7962,315
Bensonhurst,"$1,000 to $1,499",2009,Number,10633,311
Coney Island,"$1,000 to $1,499",2009,Number,6741,313
Astoria,"$1,000 to $1,499",2009,Number,21867,401
Jackson Heights,"$1,000 to $1,499",2009,Number,13150,403
Flushing,"$1,000 to $1,499",2009,Number,19178,407
Bayside,"$1,000 to $1,499",2009,Number,4852,411
Queens Village,"$1,000 to $1,499",2009,Number,6021,413
Fresh Meadows/Briarwood,"$1,000 to $1,499",2009,Number,11229,408
Elmhurst/Corona,"$1,000 to $1,499",2009,Number,12987,404
Rego Park/Forest Hills,"$1,000 to $1,499",2009,Number,11011,406
Sunnyside/Woodside,"$1,000 to $1,499",2009,Number,14732,402
Ridgewood/Glendale,"$1,000 to $1,499",2009,Number,15150,405
Woodhaven,"$1,000 to $1,499",2009,Number,10647,409
Jamaica/St. Albans,"$1,000 to $1,499",2009,Number,9575,412
Howard Beach,"$1,000 to $1,499",2009,Number,5892,410
The Rockaways,"$1,000 to $1,499",2009,Number,5061,414
Bronx,"$1,000 to $1,499",2009,Number,71835,36005
Brooklyn,"$1,000 to $1,499",2009,Number,156974,36047
Manhattan,"$1,000 to $1,499",2009,Number,99640,36061
Queens,"$1,000 to $1,499",2009,Number,161352,36081
Staten Island,"$1,000 to $1,499",2009,Number,13584,36085
New York City,"$1,000 to $1,499",2009,Number,503385,3651000
Riverdale,"$1,000 to $1,499",2009,Percent,0.27933,208
Williamsbridge,"$1,000 to $1,499",2009,Percent,0.28297,212
Throgs Neck,"$1,000 to $1,499",2009,Percent,0.23184,210
Pelham Parkway,"$1,000 to $1,499",2009,Percent,0.25997,211
Morrisania,"$1,000 to $1,499",2009,Percent,0.15733,203
East Tremont,"$1,000 to $1,499",2009,Percent,0.15733,206
Bedford Park,"$1,000 to $1,499",2009,Percent,0.21581,207
University Heights,"$1,000 to $1,499",2009,Percent,0.17072,205
Concourse/Highbridge,"$1,000 to $1,499",2009,Percent,0.13714,204
Unionport/Soundview,"$1,000 to $1,499",2009,Percent,0.20874,209
Mott Haven,"$1,000 to $1,499",2009,Percent,0.12474,201
Hunts Point,"$1,000 to $1,499",2009,Percent,0.12474,202
Washington Heights,"$1,000 to $1,499",2009,Percent,0.23256,112
Manhattanville,"$1,000 to $1,499",2009,Percent,0.22522,109
Central Harlem,"$1,000 to $1,499",2009,Percent,0.12649,110
East Harlem,"$1,000 to $1,499",2009,Percent,0.12594,111
Upper East Side,"$1,000 to $1,499",2009,Percent,0.21996,108
Upper West Side,"$1,000 to $1,499",2009,Percent,0.17317,107
Chelsea/Clinton,"$1,000 to $1,499",2009,Percent,0.15459,104
Midtown Business District,"$1,000 to $1,499",2009,Percent,0.15459,105
Murray Hill/Stuyvesant,"$1,000 to $1,499",2009,Percent,0.23528,106
Lower East Side,"$1,000 to $1,499",2009,Percent,0.1472,103
Battery Park/Tribeca,"$1,000 to $1,499",2009,Percent,0.12694,101
Greenwich Village,"$1,000 to $1,499",2009,Percent,0.12694,102
Tottenville,"$1,000 to $1,499",2009,Percent,0.2911,503
South Beach,"$1,000 to $1,499",2009,Percent,0.2964,502
St. George,"$1,000 to $1,499",2009,Percent,0.30262,501
Williamsburg/Greenpoint,"$1,000 to $1,499",2009,Percent,0.2274,301
Bushwick,"$1,000 to $1,499",2009,Percent,0.25403,304
Bedford Stuyvesant,"$1,000 to $1,499",2009,Percent,0.23357,303
Fort Greene/Brooklyn Hts,"$1,000 to $1,499",2009,Percent,0.19078,302
Park Slope,"$1,000 to $1,499",2009,Percent,0.2033,306
Crown Heights North,"$1,000 to $1,499",2009,Percent,0.22221,308
Brownsville,"$1,000 to $1,499",2009,Percent,0.16721,316
East New York,"$1,000 to $1,499",2009,Percent,0.2796,305
Canarsie,"$1,000 to $1,499",2009,Percent,0.40383,318
East Flatbush,"$1,000 to $1,499",2009,Percent,0.28351,317
Crown Heights South,"$1,000 to $1,499",2009,Percent,0.22259,309
Sunset Park,"$1,000 to $1,499",2009,Percent,0.32513,307
Bay Ridge,"$1,000 to $1,499",2009,Percent,0.37011,310
Borough Park,"$1,000 to $1,499",2009,Percent,0.32761,312
Flatbush/Midwood,"$1,000 to $1,499",2009,Percent,0.30363,314
Sheepshead Bay,"$1,000 to $1,499",2009,Percent,0.28169,315
Bensonhurst,"$1,000 to $1,499",2009,Percent,0.28331,311
Coney Island,"$1,000 to $1,499",2009,Percent,0.20815,313
Astoria,"$1,000 to $1,499",2009,Percent,0.37586,401
Jackson Heights,"$1,000 to $1,499",2009,Percent,0.39312,403
Flushing,"$1,000 to $1,499",2009,Percent,0.45148,407
Bayside,"$1,000 to $1,499",2009,Percent,0.40007,411
Queens Village,"$1,000 to $1,499",2009,Percent,0.42306,413
Fresh Meadows/Briarwood,"$1,000 to $1,499",2009,Percent,0.41018,408
Elmhurst/Corona,"$1,000 to $1,499",2009,Percent,0.41348,404
Rego Park/Forest Hills,"$1,000 to $1,499",2009,Percent,0.40456,406
Sunnyside/Woodside,"$1,000 to $1,499",2009,Percent,0.41722,402
Ridgewood/Glendale,"$1,000 to $1,499",2009,Percent,0.45247,405
Woodhaven,"$1,000 to $1,499",2009,Percent,0.46658,409
Jamaica/St. Albans,"$1,000 to $1,499",2009,Percent,0.30436,412
Howard Beach,"$1,000 to $1,499",2009,Percent,0.47539,410
The Rockaways,"$1,000 to $1,499",2009,Percent,0.21695,414
Bronx,"$1,000 to $1,499",2009,Percent,0.19833,36005
Brooklyn,"$1,000 to $1,499",2009,Percent,0.26329,36047
Manhattan,"$1,000 to $1,499",2009,Percent,0.18024,36061
Queens,"$1,000 to $1,499",2009,Percent,0.39814,36081
Staten Island,"$1,000 to $1,499",2009,Percent,0.29878,36085
New York City,"$1,000 to $1,499",2009,Percent,0.25658,3651000
Riverdale,"$1,500 to $1,999",2009,Number,2009,208
Williamsbridge,"$1,500 to $1,999",2009,Number,1583,212
Throgs Neck,"$1,500 to $1,999",2009,Number,1781,210
Pelham Parkway,"$1,500 to $1,999",2009,Number,1047,211
Morrisania,"$1,500 to $1,999",2009,Number,432.98393,203
East Tremont,"$1,500 to $1,999",2009,Number,452.01607,206
Bedford Park,"$1,500 to $1,999",2009,Number,970,207
University Heights,"$1,500 to $1,999",2009,Number,573,205
Concourse/Highbridge,"$1,500 to $1,999",2009,Number,522,204
Unionport/Soundview,"$1,500 to $1,999",2009,Number,1544,209
Mott Haven,"$1,500 to $1,999",2009,Number,414.38224,201
Hunts Point,"$1,500 to $1,999",2009,Number,236.61776,202
Washington Heights,"$1,500 to $1,999",2009,Number,3544,112
Manhattanville,"$1,500 to $1,999",2009,Number,4045,109
Central Harlem,"$1,500 to $1,999",2009,Number,2264,110
East Harlem,"$1,500 to $1,999",2009,Number,2292,111
Upper East Side,"$1,500 to $1,999",2009,Number,19869,108
Upper West Side,"$1,500 to $1,999",2009,Number,12289,107
Chelsea/Clinton,"$1,500 to $1,999",2009,Number,6411.90917,104
Midtown Business District,"$1,500 to $1,999",2009,Number,3209.09083,105
Murray Hill/Stuyvesant,"$1,500 to $1,999",2009,Number,12556,106
Lower East Side,"$1,500 to $1,999",2009,Number,6450,103
Battery Park/Tribeca,"$1,500 to $1,999",2009,Number,3242.46236,101
Greenwich Village,"$1,500 to $1,999",2009,Number,4786.53764,102
Tottenville,"$1,500 to $1,999",2009,Number,939,503
South Beach,"$1,500 to $1,999",2009,Number,1401,502
St. George,"$1,500 to $1,999",2009,Number,1782,501
Williamsburg/Greenpoint,"$1,500 to $1,999",2009,Number,5567,301
Bushwick,"$1,500 to $1,999",2009,Number,1886,304
Bedford Stuyvesant,"$1,500 to $1,999",2009,Number,1568,303
Fort Greene/Brooklyn Hts,"$1,500 to $1,999",2009,Number,4939,302
Park Slope,"$1,500 to $1,999",2009,Number,6934,306
Crown Heights North,"$1,500 to $1,999",2009,Number,2528,308
Brownsville,"$1,500 to $1,999",2009,Number,688,316
East New York,"$1,500 to $1,999",2009,Number,1345,305
Canarsie,"$1,500 to $1,999",2009,Number,1656,318
East Flatbush,"$1,500 to $1,999",2009,Number,513,317
Crown Heights South,"$1,500 to $1,999",2009,Number,682,309
Sunset Park,"$1,500 to $1,999",2009,Number,2078,307
Bay Ridge,"$1,500 to $1,999",2009,Number,2432,310
Borough Park,"$1,500 to $1,999",2009,Number,2149,312
Flatbush/Midwood,"$1,500 to $1,999",2009,Number,1290,314
Sheepshead Bay,"$1,500 to $1,999",2009,Number,1270,315
Bensonhurst,"$1,500 to $1,999",2009,Number,1289,311
Coney Island,"$1,500 to $1,999",2009,Number,868,313
Astoria,"$1,500 to $1,999",2009,Number,6878,401
Jackson Heights,"$1,500 to $1,999",2009,Number,3978,403
Flushing,"$1,500 to $1,999",2009,Number,5785,407
Bayside,"$1,500 to $1,999",2009,Number,2694,411
Queens Village,"$1,500 to $1,999",2009,Number,2237,413
Fresh Meadows/Briarwood,"$1,500 to $1,999",2009,Number,2980,408
Elmhurst/Corona,"$1,500 to $1,999",2009,Number,3686,404
Rego Park/Forest Hills,"$1,500 to $1,999",2009,Number,4299,406
Sunnyside/Woodside,"$1,500 to $1,999",2009,Number,4063,402
Ridgewood/Glendale,"$1,500 to $1,999",2009,Number,1707,405
Woodhaven,"$1,500 to $1,999",2009,Number,1967,409
Jamaica/St. Albans,"$1,500 to $1,999",2009,Number,2099,412
Howard Beach,"$1,500 to $1,999",2009,Number,1118,410
The Rockaways,"$1,500 to $1,999",2009,Number,1205,414
Bronx,"$1,500 to $1,999",2009,Number,11565,36005
